candidate_name,model_type,benchmark,horizon_months,n_features,feature_columns,notes,policy_return_sign,policy_return_tiered,policy_uplift_vs_sell_50_sign,policy_uplift_vs_sell_50_tiered,n_obs,ic,hit_rate,mae,oos_r2,nw_ic,nw_p_value,strategy
baseline_last_value,baseline,VXUS,6,0,,Simple non-ML baseline.,0.05434486964678225,0.023447836040889302,0.015099556891250686,-0.015797476714642256,102,-0.27139687418068614,0.5980392156862745,0.1835820487212755,-0.8434020685664987,-0.27139687418068614,0.15219737544172302,last_value
baseline_zero,baseline,VXUS,6,0,,Simple non-ML baseline.,0.0,0.0,-0.03924531275553156,-0.03924531275553156,102,,0.0,0.16633135172371744,-0.22185400696091606,,2.248180191037682e-14,zero
elasticnet_current,elasticnet,VEA,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income",Current production ElasticNet feature set.,0.0672387586739379,0.01611387672826393,0.029133480853522933,-0.021991401092151044,144,0.00989918938044375,0.6527777777777778,0.15291625199302875,-0.4138501431967401,0.00989918938044375,0.9459609986117355,
elasticnet_lean_v1,elasticnet,VEA,6,13,"mom_3m,mom_6m,mom_12m,yield_slope,yield_curvature,credit_spread_hy,nfci,vix,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,medical_cpi_yoy,roe",Drops weaker macro features and adds the strongest v9 add-one winners.,0.06261269002742259,0.025116348203599356,0.02450741220700763,-0.012988929616815617,144,0.09079215219172401,0.6180555555555556,0.15299029427789992,-0.40726682894640964,0.09079215219172401,0.4833973452275098,
ridge_current,ridge,VEA,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm",Current production Ridge feature set.,0.05444473369107439,0.022073676351777902,0.01633945587065942,-0.016031601468637066,144,-0.05390643838919701,0.5694444444444444,0.1611983823019823,-0.4997119586442682,-0.05390643838919701,0.7173914177070598,
ridge_lean_v1,ridge,VEA,6,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy",Simpler Ridge set that keeps the best company features and removes weaker momentum/miles features.,0.06903475376698305,0.02815940134719577,0.030929475946568086,-0.009945876473219203,144,0.1576561369664818,0.6736111111111112,0.14287262695198516,-0.289706842553785,0.1576561369664818,0.28455335802000353,
gbt_current,gbt,VEA,6,11,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy",Current production GBT feature set.,0.06792995773093462,0.02685493940450325,0.02982467991051964,-0.011250338415911719,144,0.10513105965342154,0.6111111111111112,0.1457562045480751,-0.22285896621420487,0.10513105965342154,0.36807802723567057,
gbt_lean_plus_two,gbt,VEA,6,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield",Adds the two strongest v9 GBT add-one winners.,0.06477741547396428,0.030423048741756147,0.026672137653549324,-0.007682229078658824,144,0.030327448834510815,0.6041666666666666,0.14799037968340342,-0.26695536450158386,0.030327448834510815,0.809224061286792,
gbt_lean_plus_three,gbt,VEA,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield,underwriting_income_growth_yoy",Adds the two strongest wins plus a third underwriting-growth feature.,0.06705212205757966,0.027694269757706676,0.02894684423716469,-0.010411008062708295,144,0.04905779809662269,0.625,0.14692133730557919,-0.23196262125722344,0.04905779809662269,0.7003423528789786,
bayesian_ridge_current,bayesian_ridge,VEA,6,16,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,buyback_yield,buyback_acceleration",Current production BayesianRidge feature set.,0.04643050319404253,0.02938747072905211,0.008325225373627555,-0.00871780709136286,144,0.12955148299975888,0.5069444444444444,0.19129040178400183,-3.374453039985938,0.12955148299975888,0.3825491725864545,
bayesian_ridge_lean_v1,bayesian_ridge,VEA,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,npw_growth_yoy,roe",Smaller BayesianRidge set meant to test whether instability is partly feature-cost driven.,0.06163708227800378,0.03253962443229714,0.02353180445758882,-0.005565653388117837,144,0.1709388312836589,0.5833333333333334,0.16067131868075465,-0.49002261275907255,0.1709388312836589,0.24146568134379479,
baseline_historical_mean,baseline,VEA,6,0,,Simple non-ML baseline.,0.07621055564082996,0.023395571626712977,0.03810527782041498,-0.014709706193701995,144,-0.16512616003201488,0.6875,0.14110479302934262,-0.13209473929611293,-0.16512616003201488,0.28115180718842053,historical_mean
baseline_last_value,baseline,VEA,6,0,,Simple non-ML baseline.,0.051176180142967716,0.019489583313973977,0.013070902322552744,-0.018615694506441,144,-0.22736824812359138,0.5625,0.17872940626570707,-1.0447058048108269,-0.22736824812359138,0.1384854629516514,last_value
baseline_zero,baseline,VEA,6,0,,Simple non-ML baseline.,0.0,0.0,-0.03810527782041498,-0.03810527782041498,144,,0.0,0.15291006878919294,-0.2441021167262396,,5.830390360995791e-20,zero
elasticnet_current,elasticnet,VHT,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income",Current production ElasticNet feature set.,0.02555009612040908,0.011075320130149738,0.006198054666749586,-0.008276721323509761,186,0.17515681393433652,0.5752688172043011,0.14388768487192177,-0.6395526858393963,0.17515681393433652,0.19814692698555722,
elasticnet_lean_v1,elasticnet,VHT,6,13,"mom_3m,mom_6m,mom_12m,yield_slope,yield_curvature,credit_spread_hy,nfci,vix,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,medical_cpi_yoy,roe",Drops weaker macro features and adds the strongest v9 add-one winners.,0.02314509230305812,0.014325866023914165,0.0037930508493986244,-0.005026175429745333,186,0.1324961665276581,0.5591397849462365,0.1432186219693457,-0.6146683688330163,0.1324961665276581,0.3063277279452736,
ridge_current,ridge,VHT,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm",Current production Ridge feature set.,0.02126990014339377,0.008251720751855224,0.001917858689734275,-0.011100320701804271,186,0.12125470303838423,0.5591397849462365,0.1405840216338363,-0.5976228170046087,0.12125470303838423,0.37335836912657056,
ridge_lean_v1,ridge,VHT,6,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy",Simpler Ridge set that keeps the best company features and removes weaker momentum/miles features.,0.02868319576130644,0.008601847018106,0.009331154307646939,-0.010750194435553497,186,0.15055037787485603,0.6075268817204301,0.1366643549461248,-0.4804669508013908,0.15055037787485603,0.2196973565048236,
gbt_current,gbt,VHT,6,11,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy",Current production GBT feature set.,0.03074904775583889,0.00861315672634876,0.011397006302179392,-0.010738884727310738,186,0.12189317994034707,0.6021505376344086,0.13237666612933915,-0.3284533183835432,0.12189317994034707,0.303346584759728,
gbt_lean_plus_two,gbt,VHT,6,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield",Adds the two strongest v9 GBT add-one winners.,0.033744793635631994,0.016701833131830275,0.014392752181972496,-0.0026502083218292237,186,0.24629183604586813,0.6236559139784946,0.12345550722191428,-0.1706342162518384,0.24629183604586813,0.025615882552092264,
gbt_lean_plus_three,gbt,VHT,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield,underwriting_income_growth_yoy",Adds the two strongest wins plus a third underwriting-growth feature.,0.035732030270892855,0.014684307631335224,0.016379988817233362,-0.004667733822324275,186,0.24139670545571373,0.6559139784946236,0.12448785882556054,-0.24088465084658695,0.24139670545571373,0.03045647159068507,
bayesian_ridge_current,bayesian_ridge,VHT,6,16,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,buyback_yield,buyback_acceleration",Current production BayesianRidge feature set.,0.03342974881857129,0.015101297133942733,0.014077707364911787,-0.004250744319716761,186,0.2477096727571111,0.6021505376344086,0.17405004319616985,-1.2020456528491383,0.2477096727571111,0.01858548790400545,
bayesian_ridge_lean_v1,bayesian_ridge,VHT,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,npw_growth_yoy,roe",Smaller BayesianRidge set meant to test whether instability is partly feature-cost driven.,0.035261203754161974,0.016859203240383137,0.015909162300502478,-0.0024928382132763586,186,0.24502049056128752,0.5913978494623656,0.15370598257157714,-0.7495708904168146,0.24502049056128752,0.01765938262971887,
baseline_historical_mean,baseline,VHT,6,0,,Simple non-ML baseline.,0.031368873913757214,0.013180306968102158,0.012016832460097718,-0.006171734485557338,186,0.06767407417227392,0.6021505376344086,0.1220140852088913,-0.1073565258809186,0.06767407417227392,0.6257676940831872,historical_mean
baseline_last_value,baseline,VHT,6,0,,Simple non-ML baseline.,0.02544549577591733,0.013290157192503083,0.0060934543222578245,-0.006061884261156412,186,0.06128170091299047,0.5376344086021505,0.14992943678300602,-0.6606365370047942,0.06128170091299047,0.6123003682868301,last_value
baseline_zero,baseline,VHT,6,0,,Simple non-ML baseline.,0.0,0.0,-0.0193520414536595,-0.0193520414536595,186,,0.0,0.12438101140228298,-0.08611452358658545,,2.045127847779999e-24,zero
elasticnet_current,elasticnet,VPU,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income",Current production ElasticNet feature set.,0.046317968672292494,0.024801764810302506,0.02214408371618363,0.000627879854193639,186,0.27189816039934994,0.6129032258064516,0.13857939482679588,-0.5744537467406841,0.27189816039934994,0.02244228647201888,
elasticnet_lean_v1,elasticnet,VPU,6,13,"mom_3m,mom_6m,mom_12m,yield_slope,yield_curvature,credit_spread_hy,nfci,vix,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,medical_cpi_yoy,roe",Drops weaker macro features and adds the strongest v9 add-one winners.,0.0418660172027844,0.02555453846142787,0.01769213224667552,0.0013806535053190027,186,0.28042349446713705,0.5913978494623656,0.12793154817584804,-0.3276750034299083,0.28042349446713705,0.011750005919066633,
ridge_current,ridge,VPU,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm",Current production Ridge feature set.,0.03273129878273011,0.019458506175403695,0.008557413826621244,-0.004715378780705175,186,0.1933329914354582,0.5483870967741935,0.13142735479102446,-0.32599257936350634,0.1933329914354582,0.1238242434564123,
ridge_lean_v1,ridge,VPU,6,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy",Simpler Ridge set that keeps the best company features and removes weaker momentum/miles features.,0.04664318263755646,0.017439038328029906,0.02246929768144759,-0.006734846628078966,186,0.23739865447645334,0.6236559139784946,0.1266181677774023,-0.24905550293144874,0.23739865447645334,0.04027759015830336,
gbt_current,gbt,VPU,6,11,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy",Current production GBT feature set.,0.03803973657719548,0.0240975698787068,0.013865851621086613,-7.631507740206687e-05,186,0.16951237138652053,0.5591397849462365,0.13179015593962057,-0.30894686203671484,0.16951237138652053,0.18157904760576546,
gbt_lean_plus_two,gbt,VPU,6,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield",Adds the two strongest v9 GBT add-one winners.,0.046546925917527286,0.024522820362271526,0.022373040961418424,0.0003489354061626585,186,0.2535558115791997,0.6182795698924731,0.13308689725129508,-0.3078123308106888,0.2535558115791997,0.02338011065776427,
gbt_lean_plus_three,gbt,VPU,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield,underwriting_income_growth_yoy",Adds the two strongest wins plus a third underwriting-growth feature.,0.0457018406019173,0.025456494649923694,0.021527955645808432,0.0012826096938148273,186,0.24532024665656274,0.6182795698924731,0.13853452316247544,-0.4449950300414458,0.24532024665656274,0.022682541422503987,
bayesian_ridge_current,bayesian_ridge,VPU,6,16,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,buyback_yield,buyback_acceleration",Current production BayesianRidge feature set.,0.04405427868347653,0.027239832046381435,0.019880393727367652,0.0030659470902725692,186,0.28651259505149446,0.5698924731182796,0.17700152215784823,-3.1906713787596015,0.28651259505149446,0.012723222208582382,
bayesian_ridge_lean_v1,bayesian_ridge,VPU,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,npw_growth_yoy,roe",Smaller BayesianRidge set meant to test whether instability is partly feature-cost driven.,0.04266941617851116,0.02427444555151626,0.018495531222402294,0.0001005605954073893,186,0.2092237830378248,0.5860215053763441,0.1663023593338799,-1.1911438452523955,0.2092237830378248,0.10800506815595722,
baseline_historical_mean,baseline,VPU,6,0,,Simple non-ML baseline.,0.05240475493984338,0.013785025701873684,0.028230869983734513,-0.010388859254235185,186,0.08209329791650696,0.6827956989247311,0.11983281598935797,-0.08342127622409112,0.08209329791650696,0.5687671217700712,historical_mean
baseline_last_value,baseline,VPU,6,0,,Simple non-ML baseline.,0.028940819899277475,0.021337178701311216,0.004766934943168603,-0.0028367062547976526,186,-0.01913233957988687,0.510752688172043,0.16487326350443987,-0.8314147485944579,-0.01913233957988687,0.8659889548434557,last_value
baseline_zero,baseline,VPU,6,0,,Simple non-ML baseline.,0.0,0.0,-0.02417388495610887,-0.02417388495610887,186,,0.0,0.12241578214458063,-0.12427310558644855,,6.32347696390441e-26,zero
elasticnet_current,elasticnet,BNDX,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income",Current production ElasticNet feature set.,0.0755484040527789,0.042556411791082015,0.025507299389225826,-0.007484692872471055,78,0.03879785784011436,0.5641025641025641,0.16649154710171576,-0.977818024737463,0.03879785784011436,0.8106551809086344,
elasticnet_lean_v1,elasticnet,BNDX,6,13,"mom_3m,mom_6m,mom_12m,yield_slope,yield_curvature,credit_spread_hy,nfci,vix,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,medical_cpi_yoy,roe",Drops weaker macro features and adds the strongest v9 add-one winners.,0.08736975271327599,0.044901724672714596,0.03732864804972291,-0.005139379990838484,78,0.11273475064009093,0.6538461538461539,0.15057087321520313,-0.6944244660677772,0.11273475064009093,0.5282337072412584,
ridge_current,ridge,BNDX,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm",Current production Ridge feature set.,0.08479460614987279,0.04900247394124481,0.03475350148631971,-0.001038630722308264,78,0.13410639992918474,0.6282051282051282,0.16097905973059798,-0.7987842653771091,0.13410639992918474,0.3218209365717552,
ridge_lean_v1,ridge,BNDX,6,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy",Simpler Ridge set that keeps the best company features and removes weaker momentum/miles features.,0.10166040570591196,0.04906418203513564,0.05161930104235889,-0.0009769226284174347,78,0.03931511526448234,0.7307692307692307,0.1612342215526728,-0.8833357563539588,0.03931511526448234,0.7957160262930074,
gbt_current,gbt,BNDX,6,11,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy",Current production GBT feature set.,0.0971570733940344,0.05560188825248781,0.04711596873048133,0.005560783588934739,78,0.13982573951384655,0.6794871794871795,0.13752220691216516,-0.26737353690837806,0.13982573951384655,0.3531313528440517,
gbt_lean_plus_two,gbt,BNDX,6,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield",Adds the two strongest v9 GBT add-one winners.,0.09550409356717485,0.05862799099703358,0.04546298890362177,0.008586886333480507,78,0.17966260319470015,0.6666666666666666,0.1367820556168256,-0.2678959485988395,0.17966260319470015,0.30520998262570165,
gbt_lean_plus_three,gbt,BNDX,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield,underwriting_income_growth_yoy",Adds the two strongest wins plus a third underwriting-growth feature.,0.0931871488975191,0.05226714804947479,0.04314604423396603,0.0022260433859217156,78,0.1332389094994975,0.6538461538461539,0.14025738530145132,-0.32537101454805173,0.1332389094994975,0.4275068342309796,
bayesian_ridge_current,bayesian_ridge,BNDX,6,16,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,buyback_yield,buyback_acceleration",Current production BayesianRidge feature set.,0.08418799163123762,0.05661406494658653,0.034146886967684545,0.0065729602830334605,78,0.3874732862074634,0.6153846153846154,0.17303107758387695,-1.0852113400751096,0.3874732862074634,0.008946578177869547,
bayesian_ridge_lean_v1,bayesian_ridge,BNDX,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,npw_growth_yoy,roe",Smaller BayesianRidge set meant to test whether instability is partly feature-cost driven.,0.09101482347316515,0.050986580372493435,0.040973718809612085,0.0009454757089403613,78,0.29794256376534856,0.6282051282051282,0.17397826312125003,-1.0791613940510119,0.29794256376534856,0.06907432934831358,
baseline_historical_mean,baseline,BNDX,6,0,,Simple non-ML baseline.,0.10008220932710617,0.05004110466355308,0.05004110466355308,0.0,78,-0.19784106743970295,0.7307692307692307,0.12106353085525885,-0.10161825437102912,-0.19784106743970295,0.4016381313869995,historical_mean
baseline_last_value,baseline,BNDX,6,0,,Simple non-ML baseline.,0.07495379101607699,0.03464508457254944,0.024912686352523916,-0.015396020091003635,78,-0.20164570335200493,0.6538461538461539,0.17674447151563982,-1.133683211210947,-0.20164570335200493,0.1961629999148234,last_value
baseline_zero,baseline,BNDX,6,0,,Simple non-ML baseline.,0.0,0.0,-0.05004110466355308,-0.05004110466355308,78,,0.0,0.14746826315047865,-0.510992113122871,,8.072526610888572e-12,zero
elasticnet_current,elasticnet,BND,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income",Current production ElasticNet feature set.,0.08552459125880296,0.04359402639648589,0.03512208268626888,-0.006808482176048194,150,0.1169091323168689,0.66,0.13830278732512455,-0.7059765224361365,0.1169091323168689,0.31858460761664115,
elasticnet_lean_v1,elasticnet,BND,6,13,"mom_3m,mom_6m,mom_12m,yield_slope,yield_curvature,credit_spread_hy,nfci,vix,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,medical_cpi_yoy,roe",Drops weaker macro features and adds the strongest v9 add-one winners.,0.0912231787687607,0.04388915566163887,0.04082067019622661,-0.006513352910895207,150,0.17932237902826986,0.7066666666666667,0.1256440528438059,-0.4367526896900802,0.17932237902826986,0.16939203618818363,
ridge_current,ridge,BND,6,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm",Current production Ridge feature set.,0.07858289940310134,0.034767715885449184,0.02818039083056726,-0.015634792687084894,150,0.09216231832525891,0.64,0.14139997137806978,-0.7294135463833973,0.09216231832525891,0.4885320845159411,
ridge_lean_v1,ridge,BND,6,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy",Simpler Ridge set that keeps the best company features and removes weaker momentum/miles features.,0.10466592611484073,0.04640208384613218,0.05426341754230664,-0.0040004247264018985,150,0.39723543268589717,0.7866666666666666,0.12596885145550754,-0.49250231267203826,0.39723543268589717,0.0011042906845620882,
gbt_current,gbt,BND,6,11,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy",Current production GBT feature set.,0.08481000340538718,0.041673993451345946,0.03440749483285311,-0.008728515121188135,150,0.09783997177203556,0.6466666666666666,0.13139961630800945,-0.36821503226111885,0.09783997177203556,0.3960392277939744,
